"id"	"Intensity.12500amol_R1"	"Intensity.12500amol_R2"	"Intensity.12500amol_R3"	"Intensity.125amol_R1"	"Intensity.125amol_R2"	"Intensity.125amol_R3"	"Intensity.25000amol_R1"	"Intensity.25000amol_R2"	"Intensity.25000amol_R3"	"Intensity.2500amol_R1"	"Intensity.2500amol_R2"	"Intensity.2500amol_R3"	"Intensity.250amol_R1"	"Intensity.250amol_R2"	"Intensity.250amol_R3"	"Intensity.50000amol_R1"	"Intensity.50000amol_R2"	"Intensity.50000amol_R3"	"Intensity.5000amol_R1"	"Intensity.5000amol_R2"	"Intensity.5000amol_R3"	"Intensity.500amol_R1"	"Intensity.500amol_R2"	"Intensity.500amol_R3"	"Intensity.50amol_R1"	"Intensity.50amol_R2"	"Intensity.50amol_R3"
"P0CX56"	62296666.6666667	62779333.3333333	61189333.3333333	76785666.6666667	73310000	69569333.3333333	59244000	74500666.6666667	70121000	61634333.3333333	62886000	64043666.6666667	58913000	63927333.3333333	67750333.3333333	79757000	76797666.6666667	80091000	63791000	60883333.3333333	62024666.6666667	65591333.3333333	60457333.3333333	69599333.3333333	79206000	77547333.3333333	75770333.3333333
"P08524"	41793000	41663000	45482333.3333333	34646333.3333333	33305666.6666667	33047666.6666667	44211333.3333333	46604000	48519333.3333333	33921000	34140666.6666667	32112666.6666667	33352333.3333333	29650333.3333333	31909000	39373000	40688333.3333333	43336666.6666667	34800666.6666667	34821333.3333333	32126333.3333333	34509666.6666667	31130333.3333333	34438666.6666667	39501666.6666667	30363333.3333333	33499666.6666667
"P12695"	10828050	9727300	9625750	16590000	13257000	15102000	9256350	12171033.3333333	11039950	8124133.33333333	8443000	8562033.33333333	10065650	14411000	15007000	12517600	18757000	7960220	9575450	9807400	9403000	15209000	15463000	15189000	10002233.3333333	9243533.33333333	10673450
"Q04371"	NA	7659700	6703000	NA	4924800	5959700	6039900	8736200	7510700	6684400	NA	7451200	5360800	5403100	5558400	7995600	5926600	6619700	NA	7434200	6393900	6971800	6044100	6739800	2218600	4151600	NA
"P49089"	28772666.6666667	27421333.3333333	25323666.6666667	32614333.3333333	22991000	29883666.6666667	25072333.3333333	30324000	27763666.6666667	25531333.3333333	26888333.3333333	21007666.6666667	25337333.3333333	20081666.6666667	27465666.6666667	30708000	27403666.6666667	28146333.3333333	22242666.6666667	26915000	20183333.3333333	28224333.3333333	18493333.3333333	22868666.6666667	27489666.6666667	25290666.6666667	32792000
"P49090"	18685666.6666667	24180333.3333333	21772333.3333333	26483333.3333333	14796033.3333333	25748666.6666667	18374000	20114000	21917666.6666667	23265000	23046666.6666667	15837000	24172000	13020333.3333333	24634666.6666667	23190666.6666667	22880333.3333333	22635000	23515333.3333333	22679000	23521333.3333333	24200000	14281633.3333333	15161066.6666667	15819400	17939866.6666667	14941666.6666667
"P33204"	6251800	9002700	8230150	7576700	8134600	7156800	7974750	10158700	7693000	8841300	9079900	9051600	8974200	7368800	8985350	9263050	9039950	8598300	8319750	7814400	7838250	NA	8881400	9933850	4708650	8829100	9650700
"P48836"	3659500	3543000	NA	NA	NA	3143200	3507600	NA	NA	NA	NA	259540	NA	NA	NA	4125800	4176900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P26785"	39571666.6666667	41431333.3333333	39773000	49646333.3333333	42812000	41225666.6666667	31699000	51010333.3333333	48717666.6666667	33548000	31493666.6666667	41432666.6666667	37858000	43595000	31912666.6666667	54582000	53114000	41515666.6666667	39956666.6666667	35380333.3333333	31840666.6666667	43623666.6666667	48368666.6666667	45425666.6666667	38425666.6666667	22410433.3333333	26952000
"P15891"	30522000	30269666.6666667	28985000	21678666.6666667	33334000	21887000	28225666.6666667	36277333.3333333	35060333.3333333	23833333.3333333	31666000	29439000	14749133.3333333	32131666.6666667	15233200	36359666.6666667	30859666.6666667	31831666.6666667	29710900	30645333.3333333	32494333.3333333	22776666.6666667	36947666.6666667	29969000	17135666.6666667	30803866.6666667	21388333.3333333
"P22137"	13921200	10389766.6666667	17546333.3333333	14381666.6666667	12260866.6666667	12331400	15006333.3333333	17965000	18865666.6666667	10626500	9269733.33333333	9882466.66666667	10040233.3333333	11871466.6666667	11419733.3333333	17957333.3333333	19684333.3333333	19713666.6666667	10950500	12034500	8019100	8991600	13175633.3333333	12281900	9197133.33333333	8792566.66666667	9401366.66666667
"P0C0W9"	104530000	36134166.6666667	37126700	11180000	43626666.6666667	42836333.3333333	33161833.3333333	48790800	45223866.6666667	8111233.33333333	10621766.6666667	41554266.6666667	12522000	39955666.6666667	8266400	50370633.3333333	50222266.6666667	46955766.6666667	40283266.6666667	40796800	37777400	6337250	44549733.3333333	42480533.3333333	45955766.6666667	42018666.6666667	38517866.6666667
"P26784"	11925600	12319033.3333333	9918600	13158800	7426433.33333333	4446000	12815666.6666667	22658000	15538900	9775166.66666667	9842866.66666667	9902166.66666667	4112200	12130200	9630000	15433800	14956966.6666667	13470800	9966266.66666667	9564333.33333333	9637666.66666667	13073000	13154850	10507200	13456666.6666667	14193233.3333333	12667500
"P43593"	5897500	4404700	4260550	6258500	4685750	7067900	6091900	6943350	5404100	5630100	5846400	4731400	3979850	6861000	5951000	6858450	4808100	6390450	5236100	5525800	5033600	4907733.33333333	4429000	6686600	6597100	4459150	5860600
"P10591"	209610000	198183333.333333	213953333.333333	188076666.666667	238023333.333333	180880000	206506666.666667	236483333.333333	216690000	201283333.333333	196453333.333333	210570000	197580000	217193333.333333	247220000	236450000	247420000	228020000	202410000	204390000	199886666.666667	187310000	238686666.666667	247633333.333333	282240000	258670000	246330000
"P32589"	46467000	49104666.6666667	45573000	57980000	56679666.6666667	55212666.6666667	45074333.3333333	54305000	51006666.6666667	48571666.6666667	49986666.6666667	51294333.3333333	55433333.3333333	53819333.3333333	51957666.6666667	52085333.3333333	51541333.3333333	51406333.3333333	49783000	48036333.3333333	48158000	56392333.3333333	36073333.3333333	56553000	63389333.3333333	58048666.6666667	55664000
"Q10740"	4679350	5134600	NA	1988500	3880200	5178550	3778000	5298050	4268700	4245900	4437100	5153700	3663600	3496800	5088450	NA	8765100	4762000	4467800	3928600	4864400	4420400	2242900	4567000	NA	2117700	2499300
"P12709"	275433333.333333	144636666.666667	145584333.333333	165906666.666667	130870000	289096666.666667	142999666.666667	191423333.333333	164090000	133368333.333333	140068333.333333	234100000	144780000	223366000	284493333.333333	164923333.333333	294780000	296823333.333333	93643666.6666667	111676000	91173333.3333333	143409000	101291333.333333	100950333.333333	108854000	110426666.666667	104733000
"P40961"	1912000	2322800	1500900	NA	2179300	1944500	1675700	1774400	1877900	1769600	NA	1841700	1880800	1929900	1734000	NA	NA	NA	1443100	1753100	1471500	1456400	1465800	1490100	NA	1787200	NA
"P04076"	9915300	7827633.33333333	9783800	12884666.6666667	17281500	10907566.6666667	10317100	24169133.3333333	11773333.3333333	7995000	7213133.33333333	7172333.33333333	12130666.6666667	11094433.3333333	8033366.66666667	9082566.66666667	9951400	8046166.66666667	9214833.33333333	17448600	10205233.3333333	10247633.3333333	20482000	9094066.66666667	11192866.6666667	13032333.3333333	10656800
"P00890"	64726666.6666667	65705000	86794333.3333333	73909333.3333333	52771333.3333333	53585333.3333333	62337333.3333333	98064000	67378333.3333333	58846000	33969666.6666667	55178333.3333333	69560333.3333333	50469000	68619333.3333333	83063000	66204666.6666667	78164000	37052666.6666667	48340666.6666667	48597666.6666667	71930666.6666667	61148333.3333333	54816666.6666667	59905333.3333333	55322000	52518000
"P00899"	6242766.66666667	5768033.33333333	7419533.33333333	4089366.66666667	4875300	6246800	4914400	7654433.33333333	6426366.66666667	5141933.33333333	6277366.66666667	6142933.33333333	6393333.33333333	5592000	5489900	7020066.66666667	7761466.66666667	6530300	5889766.66666667	6015566.66666667	4657533.33333333	6326400	6051733.33333333	7369550	6330000	3613666.66666667	4472000
"P53598"	14747500	14925000	12719066.6666667	14178950	13586266.6666667	7928200	14178333.3333333	16227000	14797666.6666667	13453800	19303000	13695733.3333333	7837500	13287600	9714000	16462433.3333333	15583666.6666667	13971333.3333333	15373500	20327000	12743233.3333333	10631000	14253966.6666667	12560533.3333333	15112500	12522433.3333333	12489600
"P06738"	9712033.33333333	8727000	12959666.6666667	13136333.3333333	12495100	12661600	10694000	12621300	11392000	12035666.6666667	14437666.6666667	9816600	15663333.3333333	10025333.3333333	13735700	14576133.3333333	14871666.6666667	14808000	12049000	19129633.3333333	10289900	10709466.6666667	13770000	12516666.6666667	14489666.6666667	13700000	11116333.3333333
"P38788"	30693666.6666667	47060000	46875333.3333333	60977666.6666667	23677000	34574000	50704000	46147000	41834333.3333333	21761666.6666667	25887666.6666667	37133333.3333333	37237333.3333333	39611000	42467666.6666667	57949333.3333333	54590666.6666667	40639000	25255333.3333333	40159000	24282666.6666667	56399000	24966333.3333333	27082666.6666667	20746000	24518666.6666667	47660000
"P15108"	159156666.666667	159576666.666667	187830000	211043333.333333	183076666.666667	175370000	185153333.333333	207826666.666667	195630000	165296666.666667	161886666.666667	166466666.666667	149613333.333333	165563333.333333	177386666.666667	203440000	204640000	198683333.333333	157813333.333333	162080000	158770000	192280000	183890000	185886666.666667	191830000	183446666.666667	181920000
"P26786"	62399333.3333333	60016000	90168666.6666667	95437666.6666667	38317333.3333333	31459500	92145333.3333333	104659333.333333	91055000	64400333.3333333	63433666.6666667	38773666.6666667	57084666.6666667	36267666.6666667	82393000	96617666.6666667	96679333.3333333	93196000	44221000	30273000	36189333.3333333	59213000	38358666.6666667	24239000	32622666.6666667	31672333.3333333	27149666.6666667
"P40185"	23728666.6666667	23618000	22838000	31338333.3333333	28899333.3333333	28797000	22214000	27989333.3333333	24739333.3333333	27400666.6666667	21842000	23352666.6666667	27023000	27012666.6666667	23733333.3333333	26850666.6666667	24196666.6666667	26133000	23081666.6666667	23840000	20490000	23706000	27124666.6666667	29311000	32122000	31823000	31650333.3333333
"P40037"	18941000	17984500	16769000	10818300	17369000	11292050	16767000	25375000	23243000	19913500	15807000	16612000	17613000	11244600	10009650	20405000	14348000	18202000	19362000	19765000	19042000	15954000	18009000	10054900	25064666.6666667	15543733.3333333	18870000
"P32599"	15266666.6666667	14835333.3333333	14893666.6666667	18122666.6666667	11167466.6666667	10748400	13947900	17148666.6666667	17548666.6666667	13714333.3333333	13883666.6666667	15381000	9741133.33333333	11612066.6666667	11767133.3333333	17325000	17506333.3333333	17894000	15360666.6666667	15603000	14010200	9655033.33333333	15532333.3333333	15619000	16327666.6666667	13351766.6666667	15070200
"Q00955"	10240566.6666667	8768466.66666667	9048133.33333333	9082666.66666667	9542666.66666667	10716166.6666667	9244500	11687000	10391500	8372866.66666667	8177566.66666667	11756566.6666667	7301100	7612766.66666667	9579533.33333333	11764666.6666667	10315166.6666667	10776400	7911900	10040600	8526433.33333333	10317000	9266800	9375100	9992433.33333333	9892966.66666667	11247533.3333333
"P16861"	41662666.6666667	45035666.6666667	46491666.6666667	52177666.6666667	39795000	44419333.3333333	46894666.6666667	48114333.3333333	51517333.3333333	39647666.6666667	44785666.6666667	19703666.6666667	54156333.3333333	32494666.6666667	47305666.6666667	48079333.3333333	41491666.6666667	44618666.6666667	28334000	35776666.6666667	31602666.6666667	40200333.3333333	32198333.3333333	20549666.6666667	26800666.6666667	24731000	33843666.6666667
"P39533"	4075266.66666667	5906700	6238600	4806650	NA	1734600	5313300	NA	2047400	NA	6076800	NA	3744650	NA	6702800	6475600	6891600	NA	6801000	5524450	6152400	6543400	6747100	NA	5468550	4996450	3721366.66666667
"P22803"	85058000	80529000	89720333.3333333	85459666.6666667	85326333.3333333	56322500	75099666.6666667	115975333.333333	100113666.666667	79671000	80367666.6666667	89948000	42890500	80131666.6666667	77688666.6666667	108551333.333333	105188000	108443666.666667	85004666.6666667	64485333.3333333	80405666.6666667	82492333.3333333	78012333.3333333	69775666.6666667	90051666.6666667	86765666.6666667	85754666.6666667
"P00958"	6078250	6582600	5313800	6279433.33333333	6023800	6058633.33333333	3568680	7499900	5654800	6373466.66666667	5945800	5646500	6514833.33333333	5400233.33333333	5258000	7100850	6967000	7417700	5340200	5636766.66666667	6333666.66666667	6102150	7844500	6423900	5599450	5137750	5386633.33333333
"Q12443"	8649250	8288650	8416700	8888300	7538250	7417850	5815900	5957600	5762900	8758000	8758300	9395450	7106600	7411150	8740450	10611300	6795500	7012000	8461650	7436600	8492500	8949950	9202100	8507750	6544150	5873300	4215300
"P32316"	10732233.3333333	13902666.6666667	31325333.3333333	15081666.6666667	13122666.6666667	10504533.3333333	27288666.6666667	36535000	12258100	12566400	14592333.3333333	11220066.6666667	9865650	11423333.3333333	12271666.6666667	35858333.3333333	28983333.3333333	28160066.6666667	11107833.3333333	11674933.3333333	11169566.6666667	14839000	10792633.3333333	11595000	10890433.3333333	12611000	10118300
"P32915"	NA	NA	NA	NA	3173400	NA	3878500	NA	4395500	NA	NA	NA	3093300	3465000	NA	NA	NA	NA	4389200	NA	NA	NA	NA	NA	NA	NA	NA
"P28240"	25460000	27885000	27233333.3333333	25580333.3333333	20441666.6666667	24200333.3333333	25245666.6666667	28460333.3333333	28437666.6666667	24421666.6666667	24383000	20305000	24821000	17645000	28163333.3333333	31677000	36468000	38627333.3333333	19327000	18050000	16687600	24265333.3333333	17728333.3333333	19236333.3333333	30189000	24605666.6666667	26495333.3333333
"P32463"	7828100	6868700	6815700	8877900	8621500	7681200	7388800	11036000	8931600	NA	8089000	8370500	NA	8907500	7875100	6926750	7048600	8682400	6744500	8218700	5720800	NA	9976700	7763000	10807000	10131000	1646900
"P54113"	6530166.66666667	7616466.66666667	9485366.66666667	9770200	10542333.3333333	9182366.66666667	9326600	13295800	8899666.66666667	7774800	8759733.33333333	7469566.66666667	13248000	7905633.33333333	7292200	10155300	8166200	11429866.6666667	6784400	7424466.66666667	8263833.33333333	9992366.66666667	7419900	10367266.6666667	10767033.3333333	11307200	11474500
"P32527"	28067000	27428666.6666667	24521800	32731333.3333333	10059566.6666667	7959866.66666667	24571000	28445666.6666667	12471666.6666667	29123333.3333333	26040333.3333333	12037666.6666667	40239700	9996866.66666667	30377033.3333333	25554000	24608000	23805666.6666667	11891333.3333333	11581333.3333333	26183000	30901000	10295966.6666667	10767033.3333333	10175666.6666667	7966300	8412966.66666667
"P38708"	12740666.6666667	13734666.6666667	14397333.3333333	14189333.3333333	14153666.6666667	12421666.6666667	12273900	13212066.6666667	11899533.3333333	15031666.6666667	13233333.3333333	14605333.3333333	14992000	12456266.6666667	12912000	14977333.3333333	15795333.3333333	12825666.6666667	14250000	14626500	14956000	14601333.3333333	13700000	14849333.3333333	13022333.3333333	10352266.6666667	12430333.3333333
"P54115"	40052000	39836333.3333333	39174000	37588000	36849333.3333333	32533333.3333333	37651333.3333333	55018666.6666667	48594000	21301666.6666667	32481333.3333333	42514000	33304666.6666667	36794666.6666667	36299333.3333333	47532000	46620000	49793333.3333333	33680000	23705333.3333333	34317000	34128333.3333333	41603333.3333333	36188333.3333333	38188666.6666667	31963333.3333333	37669000
"P04807"	123611000	126506000	137890000	136865333.333333	106748000	135614000	137303333.333333	155470000	140940333.333333	132526333.333333	128009000	126001666.666667	126476000	127931000	134621333.333333	141111666.666667	138926666.666667	134156333.333333	90245666.6666667	127964666.666667	127975666.666667	134570000	78096333.3333333	87517333.3333333	101867000	123375333.333333	128966333.333333
"P17255"	39950333.3333333	36506333.3333333	37985666.6666667	43966000	40304000	41231000	36277666.6666667	38242666.6666667	37929000	35374000	33657666.6666667	29677333.3333333	39624666.6666667	39768333.3333333	41156000	40019333.3333333	33670666.6666667	36253000	29988000	27178333.3333333	33450000	42767000	40030333.3333333	28207333.3333333	39293000	37770666.6666667	40228000
"P87262"	33474000	35252000	42286000	42747500	42092000	33949000	34150000	47601000	43385500	35862000	36574000	43936000	NA	46434000	29833000	55818000	44373500	51521000	44023000	41554000	34761000	NA	51235000	38943500	27064565	44319000	57199000
"Q06103"	3691400	3466800	4157700	3349900	4203800	3161400	3988000	5164100	4939100	4174400	4857100	3870600	3172500	2414200	2713400	4316600	4810000	4804900	3865900	5050500	4641300	3074500	3529900	3403100	2702300	2904200	3219700
"P38281"	2325600	4983766.66666667	2941700	11007000	2201700	NA	5291050	2303600	2808200	2445400	2557900	2280850	10902000	NA	11118000	3479400	7109950	8923200	2733800	2157300	2144600	NA	NA	NA	1575900	NA	2449350
"P32775"	5030200	6747766.66666667	4139300	6110866.66666667	10167666.6666667	7511700	5322200	10101400	6768666.66666667	11857000	5733700	5619000	8442333.33333333	7247800	5233566.66666667	5173250	5470250	4902850	NA	8746250	6379000	8038800	7621666.66666667	7577466.66666667	5629200	4215133.33333333	5015066.66666667
"P43621"	NA	4345300	NA	NA	NA	4502600	NA	NA	NA	3680000	3970500	3349100	NA	NA	NA	6590200	5364250	NA	3355200	5081500	5747400	NA	6047000	NA	5169100	NA	NA
"P32471"	89013000	89383000	89796333.3333333	53220500	35938900	50895666.6666667	82319333.3333333	91979000	92483000	79793333.3333333	80196333.3333333	63267200	34422513.3333333	60518280	75074000	94326666.6666667	89048666.6666667	94673333.3333333	60987033.3333333	62905566.6666667	86422666.6666667	52520933.3333333	73021200	69749733.3333333	64643333.3333333	100900333.333333	64013333.3333333
"P23644"	5038300	5934800	5092600	3948400	NA	NA	5241400	6891000	5898400	5052000	4883500	NA	NA	NA	4107500	NA	5775400	5981400	5500500	4850700	5008300	4302600	NA	NA	6322800	4368500	5448700
"P31116"	9881066.66666667	32033000	32298600	42899333.3333333	20658666.6666667	12622666.6666667	33071333.3333333	40593666.6666667	33124333.3333333	33495333.3333333	35496000	13716633.3333333	36585000	8741600	36452333.3333333	35970000	33781666.6666667	41648000	16147666.6666667	34259000	18053000	39174566.6666667	15161800	8755850	13184833.3333333	20500666.6666667	18276000
"P01031ups|CO5_HUMAN_UPS"	NA	NA	NA	NA	NA	NA	8044100	11486000	NA	NA	NA	NA	NA	NA	NA	41986500	22434966.6666667	29248433.3333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q03219"	16950000	18864000	17280000	20275000	22953000	20204000	17839000	24454000	19922000	22528000	22445000	19920000	18774000	18513000	13365650	NA	22612000	22016000	15907000	17401000	20448000	3373500	19065000	19249000	24535000	4526700	20981000
